Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
RD0,NO,24/06/2021 07:30,12.80000,ug m-3,R
RD0,NO,24/06/2021 07:45,12.80000,ug m-3,R
RD0,NO,24/06/2021 08:00,5.50000,ug m-3,R
RD0,NO,24/06/2021 08:15,5.50000,ug m-3,R
RD0,NO,24/06/2021 08:30,5.50000,ug m-3,R
RD0,NO,24/06/2021 08:45,5.50000,ug m-3,R
RD0,NO,24/06/2021 09:00,3.20000,ug m-3,R
RD0,NO,24/06/2021 09:15,3.20000,ug m-3,R
RD0,NO,24/06/2021 09:30,3.20000,ug m-3,R
RD0,NO,24/06/2021 09:45,3.20000,ug m-3,R
RD0,NO,24/06/2021 10:00,3.00000,ug m-3,R
RD0,NO,24/06/2021 10:15,3.00000,ug m-3,R
RD0,NO,24/06/2021 10:30,3.00000,ug m-3,R
RD0,NO,24/06/2021 10:45,3.00000,ug m-3,R
RD0,NO,24/06/2021 11:00,2.60000,ug m-3,R
RD0,NO,24/06/2021 11:15,2.60000,ug m-3,R
RD0,NO,24/06/2021 11:30,2.60000,ug m-3,R
RD0,NO,24/06/2021 11:45,2.60000,ug m-3,R
RD0,NO,24/06/2021 12:00,2.90000,ug m-3,R
RD0,NO,24/06/2021 12:15,2.90000,ug m-3,R
RD0,NO,24/06/2021 12:30,2.90000,ug m-3,R
RD0,NO,24/06/2021 12:45,2.90000,ug m-3,R
RD0,NO,24/06/2021 13:00,3.40000,ug m-3,R
RD0,NO,24/06/2021 13:15,3.40000,ug m-3,R
RD0,NO,24/06/2021 13:30,3.40000,ug m-3,R
RD0,NO,24/06/2021 13:45,3.40000,ug m-3,R
RD0,NO,24/06/2021 14:00,4.50000,ug m-3,R
RD0,NO,24/06/2021 14:15,4.50000,ug m-3,R
RD0,NO,24/06/2021 14:30,4.50000,ug m-3,R
RD0,NO,24/06/2021 14:45,4.50000,ug m-3,R
RD0,NO,24/06/2021 15:00,2.60000,ug m-3,R
RD0,NO,24/06/2021 15:15,2.60000,ug m-3,R
RD0,NO,24/06/2021 15:30,2.60000,ug m-3,R
RD0,NO,24/06/2021 15:45,2.60000,ug m-3,R
RD0,NO,24/06/2021 16:00,2.40000,ug m-3,R
RD0,NO,24/06/2021 16:15,2.40000,ug m-3,R
RD0,NO,24/06/2021 16:30,2.40000,ug m-3,R
RD0,NO,24/06/2021 16:45,2.40000,ug m-3,R
RD0,NO,24/06/2021 17:00,2.30000,ug m-3,R
RD0,NO,24/06/2021 17:15,2.30000,ug m-3,R
RD0,NO,24/06/2021 17:30,2.30000,ug m-3,R
RD0,NO,24/06/2021 17:45,2.30000,ug m-3,R
RD0,NO,24/06/2021 18:00,1.60000,ug m-3,R
RD0,NO,24/06/2021 18:15,1.60000,ug m-3,R
RD0,NO,24/06/2021 18:30,1.60000,ug m-3,R
RD0,NO,24/06/2021 18:45,1.60000,ug m-3,R
RD0,NO,24/06/2021 19:00,2.80000,ug m-3,R
RD0,NO,24/06/2021 19:15,2.80000,ug m-3,R
RD0,NO,24/06/2021 19:30,2.80000,ug m-3,R
RD0,NO,24/06/2021 19:45,2.80000,ug m-3,R
RD0,NO,24/06/2021 20:00,2.70000,ug m-3,R
RD0,NO,24/06/2021 20:15,2.70000,ug m-3,R
RD0,NO,24/06/2021 20:30,2.70000,ug m-3,R
RD0,NO,24/06/2021 20:45,2.70000,ug m-3,R
RD0,NO,24/06/2021 21:00,2.20000,ug m-3,R
RD0,NO,24/06/2021 21:15,2.20000,ug m-3,R
RD0,NO,24/06/2021 21:30,2.20000,ug m-3,R
RD0,NO,24/06/2021 21:45,2.20000,ug m-3,R
RD0,NO,24/06/2021 22:00,1.90000,ug m-3,R
RD0,NO,24/06/2021 22:15,1.90000,ug m-3,R
RD0,NO,24/06/2021 22:30,1.90000,ug m-3,R
RD0,NO,24/06/2021 22:45,1.90000,ug m-3,R
RD0,NO,24/06/2021 23:00,1.70000,ug m-3,R
RD0,NO,24/06/2021 23:15,1.70000,ug m-3,R
RD0,NO,24/06/2021 23:30,1.70000,ug m-3,R
RD0,NO,24/06/2021 23:45,1.70000,ug m-3,R
RD0,NO,25/06/2021 00:00,2.00000,ug m-3,R
RD0,NO,25/06/2021 00:15,2.00000,ug m-3,R
RD0,NO,25/06/2021 00:30,2.00000,ug m-3,R
RD0,NO,25/06/2021 00:45,2.00000,ug m-3,R
RD0,NO,25/06/2021 01:00,3.50000,ug m-3,R
RD0,NO,25/06/2021 01:15,3.50000,ug m-3,R
RD0,NO,25/06/2021 01:30,3.50000,ug m-3,R
RD0,NO,25/06/2021 01:45,3.50000,ug m-3,R
RD0,NO,25/06/2021 02:00,2.90000,ug m-3,R
RD0,NO,25/06/2021 02:15,2.90000,ug m-3,R
RD0,NO,25/06/2021 02:30,2.90000,ug m-3,R
RD0,NO,25/06/2021 02:45,2.90000,ug m-3,R
RD0,NO,25/06/2021 03:00,3.30000,ug m-3,R
RD0,NO,25/06/2021 03:15,3.30000,ug m-3,R
RD0,NO,25/06/2021 03:30,3.30000,ug m-3,R
RD0,NO,25/06/2021 03:45,3.30000,ug m-3,R
RD0,NO,25/06/2021 04:00,3.50000,ug m-3,R
RD0,NO,25/06/2021 04:15,3.50000,ug m-3,R
RD0,NO,25/06/2021 04:30,3.50000,ug m-3,R
RD0,NO,25/06/2021 04:45,3.50000,ug m-3,R
RD0,NO,25/06/2021 05:00,2.70000,ug m-3,R
RD0,NO,25/06/2021 05:15,2.70000,ug m-3,R
RD0,NO,25/06/2021 05:30,2.70000,ug m-3,R
RD0,NO,25/06/2021 05:45,2.70000,ug m-3,R
RD0,NO,25/06/2021 06:00,3.40000,ug m-3,R
RD0,NO,25/06/2021 06:15,3.40000,ug m-3,R
RD0,NO,25/06/2021 06:30,3.40000,ug m-3,R
RD0,NO,25/06/2021 06:45,3.40000,ug m-3,R
RD0,NO,25/06/2021 07:00,4.30000,ug m-3,R
RD0,NO,25/06/2021 07:15,4.30000,ug m-3,R
RD0,NO,25/06/2021 07:30,4.30000,ug m-3,R
RD0,NO,25/06/2021 07:45,4.30000,ug m-3,R
RD0,NO,25/06/2021 08:00,3.50000,ug m-3,R
RD0,NO,25/06/2021 08:15,3.50000,ug m-3,R
RD0,NO,25/06/2021 08:30,3.50000,ug m-3,R
RD0,NO,25/06/2021 08:45,3.50000,ug m-3,R
RD0,NO,25/06/2021 09:00,2.90000,ug m-3,R
RD0,NO,25/06/2021 09:15,2.90000,ug m-3,R
RD0,NO,25/06/2021 09:30,2.90000,ug m-3,R
RD0,NO,25/06/2021 09:45,2.90000,ug m-3,R
RD0,NO,25/06/2021 10:00,2.90000,ug m-3,R
RD0,NO,25/06/2021 10:15,2.90000,ug m-3,R
RD0,NO,25/06/2021 10:30,2.90000,ug m-3,R
RD0,NO,25/06/2021 10:45,2.90000,ug m-3,R
RD0,NO,25/06/2021 11:00,2.50000,ug m-3,R
RD0,NO,25/06/2021 11:15,2.50000,ug m-3,R
RD0,NO,25/06/2021 11:30,2.50000,ug m-3,R
RD0,NO,25/06/2021 11:45,2.50000,ug m-3,R
RD0,NO,25/06/2021 12:00,2.90000,ug m-3,R
RD0,NO,25/06/2021 12:15,2.90000,ug m-3,R
RD0,NO,25/06/2021 12:30,2.90000,ug m-3,R
RD0,NO,25/06/2021 12:45,2.90000,ug m-3,R
RD0,NO,25/06/2021 13:00,3.20000,ug m-3,R
RD0,NO,25/06/2021 13:15,3.20000,ug m-3,R
RD0,NO,25/06/2021 13:30,3.20000,ug m-3,R
RD0,NO,25/06/2021 13:45,3.20000,ug m-3,R
RD0,NO,25/06/2021 14:00,2.50000,ug m-3,R
RD0,NO,25/06/2021 14:15,2.50000,ug m-3,R
RD0,NO,25/06/2021 14:30,2.50000,ug m-3,R
RD0,NO,25/06/2021 14:45,2.50000,ug m-3,R
RD0,NO,25/06/2021 15:00,2.70000,ug m-3,R
RD0,NO,25/06/2021 15:15,2.70000,ug m-3,R
RD0,NO,25/06/2021 15:30,2.70000,ug m-3,R
RD0,NO,25/06/2021 15:45,2.70000,ug m-3,R
RD0,NO,25/06/2021 16:00,2.30000,ug m-3,R
RD0,NO,25/06/2021 16:15,2.30000,ug m-3,R
RD0,NO,25/06/2021 16:30,2.30000,ug m-3,R
RD0,NO,25/06/2021 16:45,2.30000,ug m-3,R
RD0,NO,25/06/2021 17:00,3.00000,ug m-3,R
RD0,NO,25/06/2021 17:15,3.00000,ug m-3,R
RD0,NO,25/06/2021 17:30,3.00000,ug m-3,R
RD0,NO,25/06/2021 17:45,3.00000,ug m-3,R
RD0,NO,25/06/2021 18:00,2.30000,ug m-3,R
RD0,NO,25/06/2021 18:15,2.30000,ug m-3,R
RD0,NO,25/06/2021 18:30,2.30000,ug m-3,R
RD0,NO,25/06/2021 18:45,2.30000,ug m-3,R
RD0,NO,25/06/2021 19:00,2.30000,ug m-3,R
RD0,NO,25/06/2021 19:15,2.30000,ug m-3,R
RD0,NO,25/06/2021 19:30,2.30000,ug m-3,R
RD0,NO,25/06/2021 19:45,2.30000,ug m-3,R
RD0,NO,25/06/2021 20:00,2.70000,ug m-3,R
RD0,NO,25/06/2021 20:15,2.70000,ug m-3,R
RD0,NO,25/06/2021 20:30,2.70000,ug m-3,R
RD0,NO,25/06/2021 20:45,2.70000,ug m-3,R
RD0,NO,25/06/2021 21:00,2.60000,ug m-3,R
RD0,NO,25/06/2021 21:15,2.60000,ug m-3,R
RD0,NO,25/06/2021 21:30,2.60000,ug m-3,R
RD0,NO,25/06/2021 21:45,2.60000,ug m-3,R
RD0,NO,25/06/2021 22:00,3.60000,ug m-3,R
RD0,NO,25/06/2021 22:15,3.60000,ug m-3,R
RD0,NO,25/06/2021 22:30,3.60000,ug m-3,R
RD0,NO,25/06/2021 22:45,3.60000,ug m-3,R
RD0,NO,25/06/2021 23:00,4.90000,ug m-3,R
RD0,NO,25/06/2021 23:15,4.90000,ug m-3,R
RD0,NO,25/06/2021 23:30,4.90000,ug m-3,R
RD0,NO,25/06/2021 23:45,4.90000,ug m-3,R
RD0,NO,26/06/2021 00:00,4.80000,ug m-3,R
RD0,NO,26/06/2021 00:15,4.80000,ug m-3,R
RD0,NO,26/06/2021 00:30,4.80000,ug m-3,R
RD0,NO,26/06/2021 00:45,4.80000,ug m-3,R
RD0,NO,26/06/2021 01:00,3.60000,ug m-3,R
RD0,NO,26/06/2021 01:15,3.60000,ug m-3,R
RD0,NO,26/06/2021 01:30,3.60000,ug m-3,R
RD0,NO,26/06/2021 01:45,3.60000,ug m-3,R
RD0,NO,26/06/2021 02:00,3.50000,ug m-3,R
RD0,NO,26/06/2021 02:15,3.50000,ug m-3,R
RD0,NO,26/06/2021 02:30,3.50000,ug m-3,R
RD0,NO,26/06/2021 02:45,3.50000,ug m-3,R
RD0,NO,26/06/2021 03:00,5.50000,ug m-3,R
RD0,NO,26/06/2021 03:15,5.50000,ug m-3,R
RD0,NO,26/06/2021 03:30,5.50000,ug m-3,R
RD0,NO,26/06/2021 03:45,5.50000,ug m-3,R
RD0,NO,26/06/2021 04:00,4.60000,ug m-3,R
RD0,NO,26/06/2021 04:15,4.60000,ug m-3,R
RD0,NO,26/06/2021 04:30,4.60000,ug m-3,R
RD0,NO,26/06/2021 04:45,4.60000,ug m-3,R
RD0,NO,26/06/2021 05:00,5.60000,ug m-3,R
RD0,NO,26/06/2021 05:15,5.60000,ug m-3,R
RD0,NO,26/06/2021 05:30,5.60000,ug m-3,R
RD0,NO,26/06/2021 05:45,5.60000,ug m-3,R
RD0,NO,26/06/2021 06:00,5.50000,ug m-3,R
RD0,NO,26/06/2021 06:15,5.50000,ug m-3,R
RD0,NO,26/06/2021 06:30,5.50000,ug m-3,R
RD0,NO,26/06/2021 06:45,5.50000,ug m-3,R
RD0,NO,26/06/2021 07:00,5.10000,ug m-3,R
RD0,NO,26/06/2021 07:15,5.10000,ug m-3,R
RD0,NO,26/06/2021 07:30,5.10000,ug m-3,R
RD0,NO,26/06/2021 07:45,5.10000,ug m-3,R
RD0,NO,26/06/2021 08:00,4.80000,ug m-3,R
RD0,NO,26/06/2021 08:15,4.80000,ug m-3,R
RD0,NO,26/06/2021 08:30,4.80000,ug m-3,R
RD0,NO,26/06/2021 08:45,4.80000,ug m-3,R
RD0,NO,26/06/2021 09:00,5.70000,ug m-3,R
RD0,NO,26/06/2021 09:15,5.70000,ug m-3,R
RD0,NO,26/06/2021 09:30,5.70000,ug m-3,R
RD0,NO,26/06/2021 09:45,5.70000,ug m-3,R
RD0,NO,26/06/2021 10:00,3.70000,ug m-3,R
RD0,NO,26/06/2021 10:15,3.70000,ug m-3,R
RD0,NO,26/06/2021 10:30,3.70000,ug m-3,R
RD0,NO,26/06/2021 10:45,3.70000,ug m-3,R
RD0,NO,26/06/2021 11:00,3.10000,ug m-3,R
RD0,NO,26/06/2021 11:15,3.10000,ug m-3,R
RD0,NO,26/06/2021 11:30,3.10000,ug m-3,R
RD0,NO,26/06/2021 11:45,3.10000,ug m-3,R
RD0,NO,26/06/2021 12:00,3.80000,ug m-3,R
RD0,NO,26/06/2021 12:15,3.80000,ug m-3,R
RD0,NO,26/06/2021 12:30,3.80000,ug m-3,R
RD0,NO,26/06/2021 12:45,3.80000,ug m-3,R
RD0,NO,26/06/2021 13:00,2.00000,ug m-3,R
RD0,NO,26/06/2021 13:15,2.00000,ug m-3,R
RD0,NO,26/06/2021 13:30,2.00000,ug m-3,R
RD0,NO,26/06/2021 13:45,2.00000,ug m-3,R
RD0,NO,26/06/2021 14:00,2.20000,ug m-3,R
RD0,NO,26/06/2021 14:15,2.20000,ug m-3,R
RD0,NO,26/06/2021 14:30,2.20000,ug m-3,R
RD0,NO,26/06/2021 14:45,2.20000,ug m-3,R
RD0,NO,26/06/2021 15:00,2.00000,ug m-3,R
RD0,NO,26/06/2021 15:15,2.00000,ug m-3,R
RD0,NO,26/06/2021 15:30,2.00000,ug m-3,R
RD0,NO,26/06/2021 15:45,2.00000,ug m-3,R
RD0,NO,26/06/2021 16:00,1.90000,ug m-3,R
RD0,NO,26/06/2021 16:15,1.90000,ug m-3,R
RD0,NO,26/06/2021 16:30,1.90000,ug m-3,R
RD0,NO,26/06/2021 16:45,1.90000,ug m-3,R
RD0,NO,26/06/2021 17:00,2.10000,ug m-3,R
RD0,NO,26/06/2021 17:15,2.10000,ug m-3,R
RD0,NO,26/06/2021 17:30,2.10000,ug m-3,R
RD0,NO,26/06/2021 17:45,2.10000,ug m-3,R
RD0,NO,26/06/2021 18:00,3.00000,ug m-3,R
RD0,NO,26/06/2021 18:15,3.00000,ug m-3,R
RD0,NO,26/06/2021 18:30,3.00000,ug m-3,R
RD0,NO,26/06/2021 18:45,3.00000,ug m-3,R
RD0,NO,26/06/2021 19:00,2.80000,ug m-3,R
RD0,NO,26/06/2021 19:15,2.80000,ug m-3,R
RD0,NO,26/06/2021 19:30,2.80000,ug m-3,R
RD0,NO,26/06/2021 19:45,2.80000,ug m-3,R
RD0,NO,26/06/2021 20:00,2.10000,ug m-3,R
RD0,NO,26/06/2021 20:15,2.10000,ug m-3,R
RD0,NO,26/06/2021 20:30,2.10000,ug m-3,R
RD0,NO,26/06/2021 20:45,2.10000,ug m-3,R
RD0,NO,26/06/2021 21:00,2.90000,ug m-3,R
RD0,NO,26/06/2021 21:15,2.90000,ug m-3,R
RD0,NO,26/06/2021 21:30,2.90000,ug m-3,R
RD0,NO,26/06/2021 21:45,2.90000,ug m-3,R
RD0,NO,26/06/2021 22:00,5.30000,ug m-3,R
RD0,NO,26/06/2021 22:15,5.30000,ug m-3,R
RD0,NO,26/06/2021 22:30,5.30000,ug m-3,R
RD0,NO,26/06/2021 22:45,5.30000,ug m-3,R
RD0,NO,26/06/2021 23:00,6.20000,ug m-3,R
RD0,NO,26/06/2021 23:15,6.20000,ug m-3,R
RD0,NO,26/06/2021 23:30,6.20000,ug m-3,R
RD0,NO,26/06/2021 23:45,6.20000,ug m-3,R
RD0,NO,27/06/2021 00:00,7.40000,ug m-3,R
RD0,NO,27/06/2021 00:15,7.40000,ug m-3,R
RD0,NO,27/06/2021 00:30,7.40000,ug m-3,R
RD0,NO,27/06/2021 00:45,7.40000,ug m-3,R
RD0,NO,27/06/2021 01:00,7.10000,ug m-3,R
RD0,NO,27/06/2021 01:15,7.10000,ug m-3,R
RD0,NO,27/06/2021 01:30,7.10000,ug m-3,R
RD0,NO,27/06/2021 01:45,7.10000,ug m-3,R
RD0,NO,27/06/2021 02:00,7.20000,ug m-3,R
RD0,NO,27/06/2021 02:15,7.20000,ug m-3,R
RD0,NO,27/06/2021 02:30,7.20000,ug m-3,R
RD0,NO,27/06/2021 02:45,7.20000,ug m-3,R
RD0,NO,27/06/2021 03:00,5.80000,ug m-3,R
RD0,NO,27/06/2021 03:15,5.80000,ug m-3,R
RD0,NO,27/06/2021 03:30,5.80000,ug m-3,R
RD0,NO,27/06/2021 03:45,5.80000,ug m-3,R
RD0,NO,27/06/2021 04:00,6.50000,ug m-3,R
RD0,NO,27/06/2021 04:15,6.50000,ug m-3,R
RD0,NO,27/06/2021 04:30,6.50000,ug m-3,R
RD0,NO,27/06/2021 04:45,6.50000,ug m-3,R
RD0,NO,27/06/2021 05:00,6.90000,ug m-3,R
RD0,NO,27/06/2021 05:15,6.90000,ug m-3,R
RD0,NO,27/06/2021 05:30,6.90000,ug m-3,R
RD0,NO,27/06/2021 05:45,6.90000,ug m-3,R
RD0,NO,27/06/2021 06:00,6.70000,ug m-3,R
RD0,NO,27/06/2021 06:15,6.70000,ug m-3,R
RD0,NO,27/06/2021 06:30,6.70000,ug m-3,R
RD0,NO,27/06/2021 06:45,6.70000,ug m-3,R
RD0,NO,27/06/2021 07:00,7.00000,ug m-3,R
RD0,NO,27/06/2021 07:15,7.00000,ug m-3,R
RD0,NO,27/06/2021 07:30,7.00000,ug m-3,R
RD0,NO,27/06/2021 07:45,7.00000,ug m-3,R
RD0,NO,27/06/2021 08:00,7.60000,ug m-3,R
RD0,NO,27/06/2021 08:15,7.60000,ug m-3,R
RD0,NO,27/06/2021 08:30,7.60000,ug m-3,R
RD0,NO,27/06/2021 08:45,7.60000,ug m-3,R
RD0,NO,27/06/2021 09:00,7.50000,ug m-3,R
RD0,NO,27/06/2021 09:15,7.50000,ug m-3,R
RD0,NO,27/06/2021 09:30,7.50000,ug m-3,R
RD0,NO,27/06/2021 09:45,7.50000,ug m-3,R
RD0,NO,27/06/2021 10:00,6.90000,ug m-3,R
RD0,NO,27/06/2021 10:15,6.90000,ug m-3,R
RD0,NO,27/06/2021 10:30,6.90000,ug m-3,R
RD0,NO,27/06/2021 10:45,6.90000,ug m-3,R
RD0,NO,27/06/2021 11:00,8.30000,ug m-3,R
RD0,NO,27/06/2021 11:15,8.30000,ug m-3,R
RD0,NO,27/06/2021 11:30,8.30000,ug m-3,R
RD0,NO,27/06/2021 11:45,8.30000,ug m-3,R
RD0,NO,27/06/2021 12:00,6.70000,ug m-3,R
RD0,NO,27/06/2021 12:15,6.70000,ug m-3,R
RD0,NO,27/06/2021 12:30,6.70000,ug m-3,R
RD0,NO,27/06/2021 12:45,6.70000,ug m-3,R
RD0,NO,27/06/2021 13:00,7.10000,ug m-3,R
RD0,NO,27/06/2021 13:15,7.10000,ug m-3,R
RD0,NO,27/06/2021 13:30,7.10000,ug m-3,R
RD0,NO,27/06/2021 13:45,7.10000,ug m-3,R
RD0,NO,27/06/2021 14:00,5.10000,ug m-3,R
RD0,NO,27/06/2021 14:15,5.10000,ug m-3,R
RD0,NO,27/06/2021 14:30,5.10000,ug m-3,R
RD0,NO,27/06/2021 14:45,5.10000,ug m-3,R
RD0,NO,27/06/2021 15:00,4.30000,ug m-3,R
RD0,NO,27/06/2021 15:15,4.30000,ug m-3,R
RD0,NO,27/06/2021 15:30,4.30000,ug m-3,R
RD0,NO,27/06/2021 15:45,4.30000,ug m-3,R
RD0,NO,27/06/2021 16:00,4.20000,ug m-3,R
RD0,NO,27/06/2021 16:15,4.20000,ug m-3,R
RD0,NO,27/06/2021 16:30,4.20000,ug m-3,R
RD0,NO,27/06/2021 16:45,4.20000,ug m-3,R
RD0,NO,27/06/2021 17:00,3.00000,ug m-3,R
RD0,NO,27/06/2021 17:15,3.00000,ug m-3,R
RD0,NO,27/06/2021 17:30,3.00000,ug m-3,R
RD0,NO,27/06/2021 17:45,3.00000,ug m-3,R
RD0,NO,27/06/2021 18:00,2.10000,ug m-3,R
RD0,NO,27/06/2021 18:15,2.10000,ug m-3,R
RD0,NO,27/06/2021 18:30,2.10000,ug m-3,R
RD0,NO,27/06/2021 18:45,2.10000,ug m-3,R
RD0,NO,27/06/2021 19:00,2.00000,ug m-3,R
RD0,NO,27/06/2021 19:15,2.00000,ug m-3,R
RD0,NO,27/06/2021 19:30,2.00000,ug m-3,R
RD0,NO,27/06/2021 19:45,2.00000,ug m-3,R
RD0,NO,27/06/2021 20:00,2.80000,ug m-3,R
RD0,NO,27/06/2021 20:15,2.80000,ug m-3,R
RD0,NO,27/06/2021 20:30,2.80000,ug m-3,R
RD0,NO,27/06/2021 20:45,2.80000,ug m-3,R
RD0,NO,27/06/2021 21:00,3.60000,ug m-3,R
RD0,NO,27/06/2021 21:15,3.60000,ug m-3,R
RD0,NO,27/06/2021 21:30,3.60000,ug m-3,R
RD0,NO,27/06/2021 21:45,3.60000,ug m-3,R
RD0,NO,27/06/2021 22:00,5.70000,ug m-3,R
RD0,NO,27/06/2021 22:15,5.70000,ug m-3,R
RD0,NO,27/06/2021 22:30,5.70000,ug m-3,R
RD0,NO,27/06/2021 22:45,5.70000,ug m-3,R
RD0,NO,27/06/2021 23:00,6.00000,ug m-3,R
RD0,NO,27/06/2021 23:15,6.00000,ug m-3,R
RD0,NO,27/06/2021 23:30,6.00000,ug m-3,R
RD0,NO,27/06/2021 23:45,6.00000,ug m-3,R
RD0,NO,28/06/2021 00:00,6.00000,ug m-3,R
RD0,NO,28/06/2021 00:15,6.00000,ug m-3,R
RD0,NO,28/06/2021 00:30,6.00000,ug m-3,R
RD0,NO,28/06/2021 00:45,6.00000,ug m-3,R
RD0,NO,28/06/2021 01:00,5.30000,ug m-3,R
RD0,NO,28/06/2021 01:15,5.30000,ug m-3,R
RD0,NO,28/06/2021 01:30,5.30000,ug m-3,R
RD0,NO,28/06/2021 01:45,5.30000,ug m-3,R
RD0,NO,28/06/2021 02:00,5.50000,ug m-3,R
RD0,NO,28/06/2021 02:15,5.50000,ug m-3,R
RD0,NO,28/06/2021 02:30,5.50000,ug m-3,R
RD0,NO,28/06/2021 02:45,5.50000,ug m-3,R
RD0,NO,28/06/2021 03:00,5.90000,ug m-3,R
RD0,NO,28/06/2021 03:15,5.90000,ug m-3,R
RD0,NO,28/06/2021 03:30,5.90000,ug m-3,R
RD0,NO,28/06/2021 03:45,5.90000,ug m-3,R
RD0,NO,28/06/2021 04:00,4.40000,ug m-3,R
RD0,NO,28/06/2021 04:15,4.40000,ug m-3,R
RD0,NO,28/06/2021 04:30,4.40000,ug m-3,R
RD0,NO,28/06/2021 04:45,4.40000,ug m-3,R
RD0,NO,28/06/2021 05:00,3.90000,ug m-3,R
RD0,NO,28/06/2021 05:15,3.90000,ug m-3,R
RD0,NO,28/06/2021 05:30,3.90000,ug m-3,R
RD0,NO,28/06/2021 05:45,3.90000,ug m-3,R
RD0,NO,28/06/2021 06:00,4.50000,ug m-3,R
RD0,NO,28/06/2021 06:15,4.50000,ug m-3,R
RD0,NO,28/06/2021 06:30,4.50000,ug m-3,R
RD0,NO,28/06/2021 06:45,4.50000,ug m-3,R
RD0,NO,28/06/2021 07:00,5.40000,ug m-3,R
RD0,NO,28/06/2021 07:15,5.40000,ug m-3,R
RD0,NO,28/06/2021 07:30,5.40000,ug m-3,R
RD0,NO,28/06/2021 07:45,5.40000,ug m-3,R
RD0,NO,28/06/2021 08:00,5.90000,ug m-3,R
RD0,NO,28/06/2021 08:15,5.90000,ug m-3,R
RD0,NO,28/06/2021 08:30,5.90000,ug m-3,R
RD0,NO,28/06/2021 08:45,5.90000,ug m-3,R
RD0,NO,28/06/2021 09:00,5.70000,ug m-3,R
RD0,NO,28/06/2021 09:15,5.70000,ug m-3,R
RD0,NO,28/06/2021 09:30,5.70000,ug m-3,R
RD0,NO,28/06/2021 09:45,5.70000,ug m-3,R
RD0,NO,28/06/2021 10:00,6.50000,ug m-3,R
RD0,NO,28/06/2021 10:15,6.50000,ug m-3,R
RD0,NO,28/06/2021 10:30,6.50000,ug m-3,R
RD0,NO,28/06/2021 10:45,6.50000,ug m-3,R
RD0,NO,28/06/2021 11:00,6.80000,ug m-3,R
RD0,NO,28/06/2021 11:15,6.80000,ug m-3,R
RD0,NO,28/06/2021 11:30,6.80000,ug m-3,R
RD0,NO,28/06/2021 11:45,6.80000,ug m-3,R
RD0,NO,28/06/2021 12:00,7.10000,ug m-3,R
RD0,NO,28/06/2021 12:15,7.10000,ug m-3,R
RD0,NO,28/06/2021 12:30,7.10000,ug m-3,R
RD0,NO,28/06/2021 12:45,7.10000,ug m-3,R
RD0,NO,28/06/2021 13:00,4.60000,ug m-3,R
RD0,NO,28/06/2021 13:15,4.60000,ug m-3,R
RD0,NO,28/06/2021 13:30,4.60000,ug m-3,R
RD0,NO,28/06/2021 13:45,4.60000,ug m-3,R
RD0,NO,28/06/2021 14:00,6.40000,ug m-3,R
RD0,NO,28/06/2021 14:15,6.40000,ug m-3,R
RD0,NO,28/06/2021 14:30,6.40000,ug m-3,R
RD0,NO,28/06/2021 14:45,6.40000,ug m-3,R
RD0,NO,28/06/2021 15:00,7.50000,ug m-3,R
RD0,NO,28/06/2021 15:15,7.50000,ug m-3,R
RD0,NO,28/06/2021 15:30,7.50000,ug m-3,R
RD0,NO,28/06/2021 15:45,7.50000,ug m-3,R
RD0,NO,28/06/2021 16:00,5.70000,ug m-3,R
RD0,NO,28/06/2021 16:15,5.70000,ug m-3,R
RD0,NO,28/06/2021 16:30,5.70000,ug m-3,R
RD0,NO,28/06/2021 16:45,5.70000,ug m-3,R
RD0,NO,28/06/2021 17:00,4.50000,ug m-3,R
RD0,NO,28/06/2021 17:15,4.50000,ug m-3,R
RD0,NO,28/06/2021 17:30,4.50000,ug m-3,R
RD0,NO,28/06/2021 17:45,4.50000,ug m-3,R
RD0,NO,28/06/2021 18:00,3.50000,ug m-3,R
RD0,NO,28/06/2021 18:15,3.50000,ug m-3,R
RD0,NO,28/06/2021 18:30,3.50000,ug m-3,R
RD0,NO,28/06/2021 18:45,3.50000,ug m-3,R
RD0,NO,28/06/2021 19:00,3.20000,ug m-3,R
RD0,NO,28/06/2021 19:15,3.20000,ug m-3,R
RD0,NO,28/06/2021 19:30,3.20000,ug m-3,R
RD0,NO,28/06/2021 19:45,3.20000,ug m-3,R
RD0,NO,28/06/2021 20:00,3.40000,ug m-3,R
RD0,NO,28/06/2021 20:15,3.40000,ug m-3,R
RD0,NO,28/06/2021 20:30,3.40000,ug m-3,R
RD0,NO,28/06/2021 20:45,3.40000,ug m-3,R
RD0,NO,28/06/2021 21:00,3.20000,ug m-3,R
RD0,NO,28/06/2021 21:15,3.20000,ug m-3,R
RD0,NO,28/06/2021 21:30,3.20000,ug m-3,R
RD0,NO,28/06/2021 21:45,3.20000,ug m-3,R
RD0,NO,28/06/2021 22:00,3.30000,ug m-3,R
RD0,NO,28/06/2021 22:15,3.30000,ug m-3,R
RD0,NO,28/06/2021 22:30,3.30000,ug m-3,R
RD0,NO,28/06/2021 22:45,3.30000,ug m-3,R
RD0,NO,28/06/2021 23:00,4.50000,ug m-3,R
RD0,NO,28/06/2021 23:15,4.50000,ug m-3,R
RD0,NO,28/06/2021 23:30,4.50000,ug m-3,R
RD0,NO,28/06/2021 23:45,4.50000,ug m-3,R
