Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
RD0,O3,24/04/2021 17:15,,ug m-3,R
RD0,O3,24/04/2021 17:30,,ug m-3,R
RD0,O3,24/04/2021 17:45,,ug m-3,R
RD0,O3,24/04/2021 18:00,,ug m-3,R
RD0,O3,24/04/2021 18:15,,ug m-3,R
RD0,O3,24/04/2021 18:30,,ug m-3,R
RD0,O3,24/04/2021 18:45,,ug m-3,R
RD0,O3,24/04/2021 19:00,,ug m-3,R
RD0,O3,24/04/2021 19:15,,ug m-3,R
RD0,O3,24/04/2021 19:30,,ug m-3,R
RD0,O3,24/04/2021 19:45,,ug m-3,R
RD0,O3,24/04/2021 20:00,,ug m-3,R
RD0,O3,24/04/2021 20:15,,ug m-3,R
RD0,O3,24/04/2021 20:30,,ug m-3,R
RD0,O3,24/04/2021 20:45,,ug m-3,R
RD0,O3,24/04/2021 21:00,,ug m-3,R
RD0,O3,24/04/2021 21:15,,ug m-3,R
RD0,O3,24/04/2021 21:30,,ug m-3,R
RD0,O3,24/04/2021 21:45,,ug m-3,R
RD0,O3,24/04/2021 22:00,,ug m-3,R
RD0,O3,24/04/2021 22:15,,ug m-3,R
RD0,O3,24/04/2021 22:30,,ug m-3,R
RD0,O3,24/04/2021 22:45,,ug m-3,R
RD0,O3,24/04/2021 23:00,,ug m-3,R
RD0,O3,24/04/2021 23:15,,ug m-3,R
RD0,O3,24/04/2021 23:30,,ug m-3,R
RD0,O3,24/04/2021 23:45,,ug m-3,R
RD0,O3,25/04/2021 00:00,,ug m-3,R
RD0,O3,25/04/2021 00:15,,ug m-3,R
RD0,O3,25/04/2021 00:30,,ug m-3,R
RD0,O3,25/04/2021 00:45,,ug m-3,R
RD0,O3,25/04/2021 01:00,,ug m-3,R
RD0,O3,25/04/2021 01:15,,ug m-3,R
RD0,O3,25/04/2021 01:30,,ug m-3,R
RD0,O3,25/04/2021 01:45,,ug m-3,R
RD0,O3,25/04/2021 02:00,,ug m-3,R
RD0,O3,25/04/2021 02:15,,ug m-3,R
RD0,O3,25/04/2021 02:30,,ug m-3,R
RD0,O3,25/04/2021 02:45,,ug m-3,R
RD0,O3,25/04/2021 03:00,,ug m-3,R
RD0,O3,25/04/2021 03:15,,ug m-3,R
RD0,O3,25/04/2021 03:30,,ug m-3,R
RD0,O3,25/04/2021 03:45,,ug m-3,R
RD0,O3,25/04/2021 04:00,,ug m-3,R
RD0,O3,25/04/2021 04:15,,ug m-3,R
RD0,O3,25/04/2021 04:30,,ug m-3,R
RD0,O3,25/04/2021 04:45,,ug m-3,R
RD0,O3,25/04/2021 05:00,,ug m-3,R
RD0,O3,25/04/2021 05:15,,ug m-3,R
RD0,O3,25/04/2021 05:30,,ug m-3,R
RD0,O3,25/04/2021 05:45,,ug m-3,R
RD0,O3,25/04/2021 06:00,,ug m-3,R
RD0,O3,25/04/2021 06:15,,ug m-3,R
RD0,O3,25/04/2021 06:30,,ug m-3,R
RD0,O3,25/04/2021 06:45,,ug m-3,R
RD0,O3,25/04/2021 07:00,,ug m-3,R
RD0,O3,25/04/2021 07:15,,ug m-3,R
RD0,O3,25/04/2021 07:30,,ug m-3,R
RD0,O3,25/04/2021 07:45,,ug m-3,R
RD0,O3,25/04/2021 08:00,,ug m-3,R
RD0,O3,25/04/2021 08:15,,ug m-3,R
RD0,O3,25/04/2021 08:30,,ug m-3,R
RD0,O3,25/04/2021 08:45,,ug m-3,R
RD0,O3,25/04/2021 09:00,,ug m-3,R
RD0,O3,25/04/2021 09:15,,ug m-3,R
RD0,O3,25/04/2021 09:30,,ug m-3,R
RD0,O3,25/04/2021 09:45,,ug m-3,R
RD0,O3,25/04/2021 10:00,,ug m-3,R
RD0,O3,25/04/2021 10:15,,ug m-3,R
RD0,O3,25/04/2021 10:30,,ug m-3,R
RD0,O3,25/04/2021 10:45,,ug m-3,R
RD0,O3,25/04/2021 11:00,,ug m-3,R
RD0,O3,25/04/2021 11:15,,ug m-3,R
RD0,O3,25/04/2021 11:30,,ug m-3,R
RD0,O3,25/04/2021 11:45,,ug m-3,R
RD0,O3,25/04/2021 12:00,,ug m-3,R
RD0,O3,25/04/2021 12:15,,ug m-3,R
RD0,O3,25/04/2021 12:30,,ug m-3,R
RD0,O3,25/04/2021 12:45,,ug m-3,R
RD0,O3,25/04/2021 13:00,,ug m-3,R
RD0,O3,25/04/2021 13:15,,ug m-3,R
RD0,O3,25/04/2021 13:30,,ug m-3,R
RD0,O3,25/04/2021 13:45,,ug m-3,R
RD0,O3,25/04/2021 14:00,,ug m-3,R
RD0,O3,25/04/2021 14:15,,ug m-3,R
RD0,O3,25/04/2021 14:30,,ug m-3,R
RD0,O3,25/04/2021 14:45,,ug m-3,R
RD0,O3,25/04/2021 15:00,,ug m-3,R
RD0,O3,25/04/2021 15:15,,ug m-3,R
RD0,O3,25/04/2021 15:30,,ug m-3,R
RD0,O3,25/04/2021 15:45,,ug m-3,R
RD0,O3,25/04/2021 16:00,,ug m-3,R
RD0,O3,25/04/2021 16:15,,ug m-3,R
RD0,O3,25/04/2021 16:30,,ug m-3,R
RD0,O3,25/04/2021 16:45,,ug m-3,R
RD0,O3,25/04/2021 17:00,,ug m-3,R
RD0,O3,25/04/2021 17:15,,ug m-3,R
RD0,O3,25/04/2021 17:30,,ug m-3,R
RD0,O3,25/04/2021 17:45,,ug m-3,R
RD0,O3,25/04/2021 18:00,,ug m-3,R
RD0,O3,25/04/2021 18:15,,ug m-3,R
RD0,O3,25/04/2021 18:30,,ug m-3,R
RD0,O3,25/04/2021 18:45,,ug m-3,R
RD0,O3,25/04/2021 19:00,,ug m-3,R
RD0,O3,25/04/2021 19:15,,ug m-3,R
RD0,O3,25/04/2021 19:30,,ug m-3,R
RD0,O3,25/04/2021 19:45,,ug m-3,R
RD0,O3,25/04/2021 20:00,,ug m-3,R
RD0,O3,25/04/2021 20:15,,ug m-3,R
RD0,O3,25/04/2021 20:30,,ug m-3,R
RD0,O3,25/04/2021 20:45,,ug m-3,R
RD0,O3,25/04/2021 21:00,,ug m-3,R
RD0,O3,25/04/2021 21:15,,ug m-3,R
RD0,O3,25/04/2021 21:30,,ug m-3,R
RD0,O3,25/04/2021 21:45,,ug m-3,R
RD0,O3,25/04/2021 22:00,,ug m-3,R
RD0,O3,25/04/2021 22:15,,ug m-3,R
RD0,O3,25/04/2021 22:30,,ug m-3,R
RD0,O3,25/04/2021 22:45,,ug m-3,R
RD0,O3,25/04/2021 23:00,,ug m-3,R
RD0,O3,25/04/2021 23:15,,ug m-3,R
RD0,O3,25/04/2021 23:30,,ug m-3,R
RD0,O3,25/04/2021 23:45,,ug m-3,R
RD0,O3,26/04/2021 00:00,,ug m-3,R
RD0,O3,26/04/2021 00:15,,ug m-3,R
RD0,O3,26/04/2021 00:30,,ug m-3,R
RD0,O3,26/04/2021 00:45,,ug m-3,R
RD0,O3,26/04/2021 01:00,,ug m-3,R
RD0,O3,26/04/2021 01:15,,ug m-3,R
RD0,O3,26/04/2021 01:30,,ug m-3,R
RD0,O3,26/04/2021 01:45,,ug m-3,R
RD0,O3,26/04/2021 02:00,,ug m-3,R
RD0,O3,26/04/2021 02:15,,ug m-3,R
RD0,O3,26/04/2021 02:30,,ug m-3,R
RD0,O3,26/04/2021 02:45,,ug m-3,R
RD0,O3,26/04/2021 03:00,,ug m-3,R
RD0,O3,26/04/2021 03:15,,ug m-3,R
RD0,O3,26/04/2021 03:30,,ug m-3,R
RD0,O3,26/04/2021 03:45,,ug m-3,R
RD0,O3,26/04/2021 04:00,,ug m-3,R
RD0,O3,26/04/2021 04:15,,ug m-3,R
RD0,O3,26/04/2021 04:30,,ug m-3,R
RD0,O3,26/04/2021 04:45,,ug m-3,R
RD0,O3,26/04/2021 05:00,,ug m-3,R
RD0,O3,26/04/2021 05:15,,ug m-3,R
RD0,O3,26/04/2021 05:30,,ug m-3,R
RD0,O3,26/04/2021 05:45,,ug m-3,R
RD0,O3,26/04/2021 06:00,,ug m-3,R
RD0,O3,26/04/2021 06:15,,ug m-3,R
RD0,O3,26/04/2021 06:30,,ug m-3,R
RD0,O3,26/04/2021 06:45,,ug m-3,R
RD0,O3,26/04/2021 07:00,,ug m-3,R
RD0,O3,26/04/2021 07:15,,ug m-3,R
RD0,O3,26/04/2021 07:30,,ug m-3,R
RD0,O3,26/04/2021 07:45,,ug m-3,R
RD0,O3,26/04/2021 08:00,,ug m-3,R
RD0,O3,26/04/2021 08:15,,ug m-3,R
RD0,O3,26/04/2021 08:30,,ug m-3,R
RD0,O3,26/04/2021 08:45,,ug m-3,R
RD0,O3,26/04/2021 09:00,,ug m-3,R
RD0,O3,26/04/2021 09:15,,ug m-3,R
RD0,O3,26/04/2021 09:30,,ug m-3,R
RD0,O3,26/04/2021 09:45,,ug m-3,R
RD0,O3,26/04/2021 10:00,,ug m-3,R
RD0,O3,26/04/2021 10:15,,ug m-3,R
RD0,O3,26/04/2021 10:30,,ug m-3,R
RD0,O3,26/04/2021 10:45,,ug m-3,R
RD0,O3,26/04/2021 11:00,,ug m-3,R
RD0,O3,26/04/2021 11:15,,ug m-3,R
RD0,O3,26/04/2021 11:30,,ug m-3,R
RD0,O3,26/04/2021 11:45,,ug m-3,R
RD0,O3,26/04/2021 12:00,,ug m-3,R
RD0,O3,26/04/2021 12:15,,ug m-3,R
RD0,O3,26/04/2021 12:30,,ug m-3,R
RD0,O3,26/04/2021 12:45,,ug m-3,R
RD0,O3,26/04/2021 13:00,,ug m-3,R
RD0,O3,26/04/2021 13:15,,ug m-3,R
RD0,O3,26/04/2021 13:30,,ug m-3,R
RD0,O3,26/04/2021 13:45,,ug m-3,R
RD0,O3,26/04/2021 14:00,,ug m-3,R
RD0,O3,26/04/2021 14:15,,ug m-3,R
RD0,O3,26/04/2021 14:30,,ug m-3,R
RD0,O3,26/04/2021 14:45,,ug m-3,R
RD0,O3,26/04/2021 15:00,,ug m-3,R
RD0,O3,26/04/2021 15:15,,ug m-3,R
RD0,O3,26/04/2021 15:30,,ug m-3,R
RD0,O3,26/04/2021 15:45,,ug m-3,R
RD0,O3,26/04/2021 16:00,,ug m-3,R
RD0,O3,26/04/2021 16:15,,ug m-3,R
RD0,O3,26/04/2021 16:30,,ug m-3,R
RD0,O3,26/04/2021 16:45,,ug m-3,R
RD0,O3,26/04/2021 17:00,,ug m-3,R
RD0,O3,26/04/2021 17:15,,ug m-3,R
RD0,O3,26/04/2021 17:30,,ug m-3,R
RD0,O3,26/04/2021 17:45,,ug m-3,R
RD0,O3,26/04/2021 18:00,,ug m-3,R
RD0,O3,26/04/2021 18:15,,ug m-3,R
RD0,O3,26/04/2021 18:30,,ug m-3,R
RD0,O3,26/04/2021 18:45,,ug m-3,R
RD0,O3,26/04/2021 19:00,,ug m-3,R
RD0,O3,26/04/2021 19:15,,ug m-3,R
RD0,O3,26/04/2021 19:30,,ug m-3,R
RD0,O3,26/04/2021 19:45,,ug m-3,R
RD0,O3,26/04/2021 20:00,,ug m-3,R
RD0,O3,26/04/2021 20:15,,ug m-3,R
RD0,O3,26/04/2021 20:30,,ug m-3,R
RD0,O3,26/04/2021 20:45,,ug m-3,R
RD0,O3,26/04/2021 21:00,,ug m-3,R
RD0,O3,26/04/2021 21:15,,ug m-3,R
RD0,O3,26/04/2021 21:30,,ug m-3,R
RD0,O3,26/04/2021 21:45,,ug m-3,R
RD0,O3,26/04/2021 22:00,,ug m-3,R
RD0,O3,26/04/2021 22:15,,ug m-3,R
RD0,O3,26/04/2021 22:30,,ug m-3,R
RD0,O3,26/04/2021 22:45,,ug m-3,R
RD0,O3,26/04/2021 23:00,,ug m-3,R
RD0,O3,26/04/2021 23:15,,ug m-3,R
RD0,O3,26/04/2021 23:30,,ug m-3,R
RD0,O3,26/04/2021 23:45,,ug m-3,R
RD0,O3,27/04/2021 00:00,,ug m-3,R
RD0,O3,27/04/2021 00:15,,ug m-3,R
RD0,O3,27/04/2021 00:30,,ug m-3,R
RD0,O3,27/04/2021 00:45,,ug m-3,R
RD0,O3,27/04/2021 01:00,,ug m-3,R
RD0,O3,27/04/2021 01:15,,ug m-3,R
RD0,O3,27/04/2021 01:30,,ug m-3,R
RD0,O3,27/04/2021 01:45,,ug m-3,R
RD0,O3,27/04/2021 02:00,,ug m-3,R
RD0,O3,27/04/2021 02:15,,ug m-3,R
RD0,O3,27/04/2021 02:30,,ug m-3,R
RD0,O3,27/04/2021 02:45,,ug m-3,R
RD0,O3,27/04/2021 03:00,,ug m-3,R
RD0,O3,27/04/2021 03:15,,ug m-3,R
RD0,O3,27/04/2021 03:30,,ug m-3,R
RD0,O3,27/04/2021 03:45,,ug m-3,R
RD0,O3,27/04/2021 04:00,,ug m-3,R
RD0,O3,27/04/2021 04:15,,ug m-3,R
RD0,O3,27/04/2021 04:30,,ug m-3,R
RD0,O3,27/04/2021 04:45,,ug m-3,R
RD0,O3,27/04/2021 05:00,,ug m-3,R
RD0,O3,27/04/2021 05:15,,ug m-3,R
RD0,O3,27/04/2021 05:30,,ug m-3,R
RD0,O3,27/04/2021 05:45,,ug m-3,R
RD0,O3,27/04/2021 06:00,,ug m-3,R
RD0,O3,27/04/2021 06:15,,ug m-3,R
RD0,O3,27/04/2021 06:30,,ug m-3,R
RD0,O3,27/04/2021 06:45,,ug m-3,R
RD0,O3,27/04/2021 07:00,,ug m-3,R
RD0,O3,27/04/2021 07:15,,ug m-3,R
RD0,O3,27/04/2021 07:30,,ug m-3,R
RD0,O3,27/04/2021 07:45,,ug m-3,R
RD0,O3,27/04/2021 08:00,,ug m-3,R
RD0,O3,27/04/2021 08:15,,ug m-3,R
RD0,O3,27/04/2021 08:30,,ug m-3,R
RD0,O3,27/04/2021 08:45,,ug m-3,R
RD0,O3,27/04/2021 09:00,,ug m-3,R
RD0,O3,27/04/2021 09:15,,ug m-3,R
RD0,O3,27/04/2021 09:30,,ug m-3,R
RD0,O3,27/04/2021 09:45,,ug m-3,R
RD0,O3,27/04/2021 10:00,,ug m-3,R
RD0,O3,27/04/2021 10:15,,ug m-3,R
RD0,O3,27/04/2021 10:30,,ug m-3,R
RD0,O3,27/04/2021 10:45,,ug m-3,R
RD0,O3,27/04/2021 11:00,,ug m-3,R
RD0,O3,27/04/2021 11:15,,ug m-3,R
RD0,O3,27/04/2021 11:30,,ug m-3,R
RD0,O3,27/04/2021 11:45,,ug m-3,R
RD0,O3,27/04/2021 12:00,,ug m-3,R
RD0,O3,27/04/2021 12:15,,ug m-3,R
RD0,O3,27/04/2021 12:30,,ug m-3,R
RD0,O3,27/04/2021 12:45,,ug m-3,R
RD0,O3,27/04/2021 13:00,,ug m-3,R
RD0,O3,27/04/2021 13:15,,ug m-3,R
RD0,O3,27/04/2021 13:30,,ug m-3,R
RD0,O3,27/04/2021 13:45,,ug m-3,R
RD0,O3,27/04/2021 14:00,,ug m-3,R
RD0,O3,27/04/2021 14:15,,ug m-3,R
RD0,O3,27/04/2021 14:30,,ug m-3,R
RD0,O3,27/04/2021 14:45,,ug m-3,R
RD0,O3,27/04/2021 15:00,,ug m-3,R
RD0,O3,27/04/2021 15:15,,ug m-3,R
RD0,O3,27/04/2021 15:30,,ug m-3,R
RD0,O3,27/04/2021 15:45,,ug m-3,R
RD0,O3,27/04/2021 16:00,,ug m-3,R
RD0,O3,27/04/2021 16:15,,ug m-3,R
RD0,O3,27/04/2021 16:30,,ug m-3,R
RD0,O3,27/04/2021 16:45,,ug m-3,R
RD0,O3,27/04/2021 17:00,,ug m-3,R
RD0,O3,27/04/2021 17:15,,ug m-3,R
RD0,O3,27/04/2021 17:30,,ug m-3,R
RD0,O3,27/04/2021 17:45,,ug m-3,R
RD0,O3,27/04/2021 18:00,,ug m-3,R
RD0,O3,27/04/2021 18:15,,ug m-3,R
RD0,O3,27/04/2021 18:30,,ug m-3,R
RD0,O3,27/04/2021 18:45,,ug m-3,R
RD0,O3,27/04/2021 19:00,,ug m-3,R
RD0,O3,27/04/2021 19:15,,ug m-3,R
RD0,O3,27/04/2021 19:30,,ug m-3,R
RD0,O3,27/04/2021 19:45,,ug m-3,R
RD0,O3,27/04/2021 20:00,,ug m-3,R
RD0,O3,27/04/2021 20:15,,ug m-3,R
RD0,O3,27/04/2021 20:30,,ug m-3,R
RD0,O3,27/04/2021 20:45,,ug m-3,R
RD0,O3,27/04/2021 21:00,,ug m-3,R
RD0,O3,27/04/2021 21:15,,ug m-3,R
RD0,O3,27/04/2021 21:30,,ug m-3,R
RD0,O3,27/04/2021 21:45,,ug m-3,R
RD0,O3,27/04/2021 22:00,,ug m-3,R
RD0,O3,27/04/2021 22:15,,ug m-3,R
RD0,O3,27/04/2021 22:30,,ug m-3,R
RD0,O3,27/04/2021 22:45,,ug m-3,R
RD0,O3,27/04/2021 23:00,,ug m-3,R
RD0,O3,27/04/2021 23:15,,ug m-3,R
RD0,O3,27/04/2021 23:30,,ug m-3,R
RD0,O3,27/04/2021 23:45,,ug m-3,R
RD0,O3,28/04/2021 00:00,,ug m-3,R
RD0,O3,28/04/2021 00:15,,ug m-3,R
RD0,O3,28/04/2021 00:30,,ug m-3,R
RD0,O3,28/04/2021 00:45,,ug m-3,R
RD0,O3,28/04/2021 01:00,,ug m-3,R
RD0,O3,28/04/2021 01:15,,ug m-3,R
RD0,O3,28/04/2021 01:30,,ug m-3,R
RD0,O3,28/04/2021 01:45,,ug m-3,R
RD0,O3,28/04/2021 02:00,,ug m-3,R
RD0,O3,28/04/2021 02:15,,ug m-3,R
RD0,O3,28/04/2021 02:30,,ug m-3,R
RD0,O3,28/04/2021 02:45,,ug m-3,R
RD0,O3,28/04/2021 03:00,,ug m-3,R
RD0,O3,28/04/2021 03:15,,ug m-3,R
RD0,O3,28/04/2021 03:30,,ug m-3,R
RD0,O3,28/04/2021 03:45,,ug m-3,R
RD0,O3,28/04/2021 04:00,,ug m-3,R
RD0,O3,28/04/2021 04:15,,ug m-3,R
RD0,O3,28/04/2021 04:30,,ug m-3,R
RD0,O3,28/04/2021 04:45,,ug m-3,R
RD0,O3,28/04/2021 05:00,,ug m-3,R
RD0,O3,28/04/2021 05:15,,ug m-3,R
RD0,O3,28/04/2021 05:30,,ug m-3,R
RD0,O3,28/04/2021 05:45,,ug m-3,R
RD0,O3,28/04/2021 06:00,,ug m-3,R
RD0,O3,28/04/2021 06:15,,ug m-3,R
RD0,O3,28/04/2021 06:30,,ug m-3,R
RD0,O3,28/04/2021 06:45,,ug m-3,R
RD0,O3,28/04/2021 07:00,,ug m-3,R
RD0,O3,28/04/2021 07:15,,ug m-3,R
RD0,O3,28/04/2021 07:30,,ug m-3,R
RD0,O3,28/04/2021 07:45,,ug m-3,R
RD0,O3,28/04/2021 08:00,,ug m-3,R
RD0,O3,28/04/2021 08:15,,ug m-3,R
RD0,O3,28/04/2021 08:30,,ug m-3,R
RD0,O3,28/04/2021 08:45,,ug m-3,R
RD0,O3,28/04/2021 09:00,,ug m-3,R
RD0,O3,28/04/2021 09:15,,ug m-3,R
RD0,O3,28/04/2021 09:30,,ug m-3,R
RD0,O3,28/04/2021 09:45,,ug m-3,R
RD0,O3,28/04/2021 10:00,,ug m-3,R
RD0,O3,28/04/2021 10:15,,ug m-3,R
RD0,O3,28/04/2021 10:30,,ug m-3,R
RD0,O3,28/04/2021 10:45,,ug m-3,R
RD0,O3,28/04/2021 11:00,,ug m-3,R
RD0,O3,28/04/2021 11:15,,ug m-3,R
RD0,O3,28/04/2021 11:30,,ug m-3,R
RD0,O3,28/04/2021 11:45,,ug m-3,R
RD0,O3,28/04/2021 12:00,,ug m-3,R
RD0,O3,28/04/2021 12:15,,ug m-3,R
RD0,O3,28/04/2021 12:30,,ug m-3,R
RD0,O3,28/04/2021 12:45,,ug m-3,R
RD0,O3,28/04/2021 13:00,,ug m-3,R
RD0,O3,28/04/2021 13:15,,ug m-3,R
RD0,O3,28/04/2021 13:30,,ug m-3,R
RD0,O3,28/04/2021 13:45,,ug m-3,R
RD0,O3,28/04/2021 14:00,,ug m-3,R
RD0,O3,28/04/2021 14:15,,ug m-3,R
RD0,O3,28/04/2021 14:30,,ug m-3,R
RD0,O3,28/04/2021 14:45,,ug m-3,R
RD0,O3,28/04/2021 15:00,,ug m-3,R
RD0,O3,28/04/2021 15:15,,ug m-3,R
RD0,O3,28/04/2021 15:30,,ug m-3,R
RD0,O3,28/04/2021 15:45,,ug m-3,R
RD0,O3,28/04/2021 16:00,,ug m-3,R
RD0,O3,28/04/2021 16:15,,ug m-3,R
RD0,O3,28/04/2021 16:30,,ug m-3,R
RD0,O3,28/04/2021 16:45,,ug m-3,R
RD0,O3,28/04/2021 17:00,,ug m-3,R
RD0,O3,28/04/2021 17:15,,ug m-3,R
RD0,O3,28/04/2021 17:30,,ug m-3,R
RD0,O3,28/04/2021 17:45,,ug m-3,R
RD0,O3,28/04/2021 18:00,,ug m-3,R
RD0,O3,28/04/2021 18:15,,ug m-3,R
RD0,O3,28/04/2021 18:30,,ug m-3,R
RD0,O3,28/04/2021 18:45,,ug m-3,R
RD0,O3,28/04/2021 19:00,,ug m-3,R
RD0,O3,28/04/2021 19:15,,ug m-3,R
RD0,O3,28/04/2021 19:30,,ug m-3,R
RD0,O3,28/04/2021 19:45,,ug m-3,R
RD0,O3,28/04/2021 20:00,,ug m-3,R
RD0,O3,28/04/2021 20:15,,ug m-3,R
RD0,O3,28/04/2021 20:30,,ug m-3,R
RD0,O3,28/04/2021 20:45,,ug m-3,R
RD0,O3,28/04/2021 21:00,,ug m-3,R
RD0,O3,28/04/2021 21:15,,ug m-3,R
RD0,O3,28/04/2021 21:30,,ug m-3,R
RD0,O3,28/04/2021 21:45,,ug m-3,R
RD0,O3,28/04/2021 22:00,,ug m-3,R
RD0,O3,28/04/2021 22:15,,ug m-3,R
RD0,O3,28/04/2021 22:30,,ug m-3,R
RD0,O3,28/04/2021 22:45,,ug m-3,R
RD0,O3,28/04/2021 23:00,,ug m-3,R
RD0,O3,28/04/2021 23:15,,ug m-3,R
RD0,O3,28/04/2021 23:30,,ug m-3,R
RD0,O3,28/04/2021 23:45,,ug m-3,R
RD0,O3,29/04/2021 00:00,,ug m-3,R
RD0,O3,29/04/2021 00:15,,ug m-3,R
RD0,O3,29/04/2021 00:30,,ug m-3,R
RD0,O3,29/04/2021 00:45,,ug m-3,R
RD0,O3,29/04/2021 01:00,,ug m-3,R
RD0,O3,29/04/2021 01:15,,ug m-3,R
RD0,O3,29/04/2021 01:30,,ug m-3,R
RD0,O3,29/04/2021 01:45,,ug m-3,R
RD0,O3,29/04/2021 02:00,,ug m-3,R
RD0,O3,29/04/2021 02:15,,ug m-3,R
RD0,O3,29/04/2021 02:30,,ug m-3,R
RD0,O3,29/04/2021 02:45,,ug m-3,R
RD0,O3,29/04/2021 03:00,,ug m-3,R
RD0,O3,29/04/2021 03:15,,ug m-3,R
RD0,O3,29/04/2021 03:30,,ug m-3,R
RD0,O3,29/04/2021 03:45,,ug m-3,R
RD0,O3,29/04/2021 04:00,,ug m-3,R
RD0,O3,29/04/2021 04:15,,ug m-3,R
RD0,O3,29/04/2021 04:30,,ug m-3,R
RD0,O3,29/04/2021 04:45,,ug m-3,R
RD0,O3,29/04/2021 05:00,,ug m-3,R
RD0,O3,29/04/2021 05:15,,ug m-3,R
RD0,O3,29/04/2021 05:30,,ug m-3,R
RD0,O3,29/04/2021 05:45,,ug m-3,R
RD0,O3,29/04/2021 06:00,,ug m-3,R
RD0,O3,29/04/2021 06:15,,ug m-3,R
RD0,O3,29/04/2021 06:30,,ug m-3,R
RD0,O3,29/04/2021 06:45,,ug m-3,R
RD0,O3,29/04/2021 07:00,,ug m-3,R
RD0,O3,29/04/2021 07:15,,ug m-3,R
RD0,O3,29/04/2021 07:30,,ug m-3,R
RD0,O3,29/04/2021 07:45,,ug m-3,R
RD0,O3,29/04/2021 08:00,,ug m-3,R
RD0,O3,29/04/2021 08:15,,ug m-3,R
RD0,O3,29/04/2021 08:30,,ug m-3,R
RD0,O3,29/04/2021 08:45,,ug m-3,R
RD0,O3,29/04/2021 09:00,,ug m-3,R
RD0,O3,29/04/2021 09:15,,ug m-3,R
RD0,O3,29/04/2021 09:30,,ug m-3,R
RD0,O3,29/04/2021 09:45,,ug m-3,R
RD0,O3,29/04/2021 10:00,,ug m-3,R
RD0,O3,29/04/2021 10:15,,ug m-3,R
RD0,O3,29/04/2021 10:30,,ug m-3,R
RD0,O3,29/04/2021 10:45,,ug m-3,R
RD0,O3,29/04/2021 11:00,,ug m-3,R
RD0,O3,29/04/2021 11:15,,ug m-3,R
RD0,O3,29/04/2021 11:30,,ug m-3,R
RD0,O3,29/04/2021 11:45,,ug m-3,R
RD0,O3,29/04/2021 12:00,,ug m-3,R
RD0,O3,29/04/2021 12:15,,ug m-3,R
RD0,O3,29/04/2021 12:30,,ug m-3,R
RD0,O3,29/04/2021 12:45,,ug m-3,R
RD0,O3,29/04/2021 13:00,,ug m-3,R
RD0,O3,29/04/2021 13:15,,ug m-3,R
RD0,O3,29/04/2021 13:30,,ug m-3,R
RD0,O3,29/04/2021 13:45,,ug m-3,R
RD0,O3,29/04/2021 14:00,,ug m-3,R
RD0,O3,29/04/2021 14:15,,ug m-3,R
RD0,O3,29/04/2021 14:30,,ug m-3,R
RD0,O3,29/04/2021 14:45,,ug m-3,R
RD0,O3,29/04/2021 15:00,,ug m-3,R
RD0,O3,29/04/2021 15:15,,ug m-3,R
RD0,O3,29/04/2021 15:30,,ug m-3,R
RD0,O3,29/04/2021 15:45,,ug m-3,R
RD0,O3,29/04/2021 16:00,,ug m-3,R
RD0,O3,29/04/2021 16:15,,ug m-3,R
RD0,O3,29/04/2021 16:30,,ug m-3,R
RD0,O3,29/04/2021 16:45,,ug m-3,R
RD0,O3,29/04/2021 17:00,,ug m-3,R
RD0,O3,29/04/2021 17:15,,ug m-3,R
RD0,O3,29/04/2021 17:30,,ug m-3,R
RD0,O3,29/04/2021 17:45,,ug m-3,R
RD0,O3,29/04/2021 18:00,,ug m-3,R
RD0,O3,29/04/2021 18:15,,ug m-3,R
RD0,O3,29/04/2021 18:30,,ug m-3,R
RD0,O3,29/04/2021 18:45,,ug m-3,R
RD0,O3,29/04/2021 19:00,,ug m-3,R
RD0,O3,29/04/2021 19:15,,ug m-3,R
RD0,O3,29/04/2021 19:30,,ug m-3,R
RD0,O3,29/04/2021 19:45,,ug m-3,R
RD0,O3,29/04/2021 20:00,,ug m-3,R
RD0,O3,29/04/2021 20:15,,ug m-3,R
RD0,O3,29/04/2021 20:30,,ug m-3,R
RD0,O3,29/04/2021 20:45,,ug m-3,R
RD0,O3,29/04/2021 21:00,,ug m-3,R
RD0,O3,29/04/2021 21:15,,ug m-3,R
RD0,O3,29/04/2021 21:30,,ug m-3,R
RD0,O3,29/04/2021 21:45,,ug m-3,R
RD0,O3,29/04/2021 22:00,,ug m-3,R
RD0,O3,29/04/2021 22:15,,ug m-3,R
RD0,O3,29/04/2021 22:30,,ug m-3,R
RD0,O3,29/04/2021 22:45,,ug m-3,R
RD0,O3,29/04/2021 23:00,,ug m-3,R
RD0,O3,29/04/2021 23:15,,ug m-3,R
RD0,O3,29/04/2021 23:30,,ug m-3,R
RD0,O3,29/04/2021 23:45,,ug m-3,R
RD0,O3,30/04/2021 00:00,,ug m-3,R
RD0,O3,30/04/2021 00:15,,ug m-3,R
RD0,O3,30/04/2021 00:30,,ug m-3,R
RD0,O3,30/04/2021 00:45,,ug m-3,R
RD0,O3,30/04/2021 01:00,,ug m-3,R
RD0,O3,30/04/2021 01:15,,ug m-3,R
RD0,O3,30/04/2021 01:30,,ug m-3,R
RD0,O3,30/04/2021 01:45,,ug m-3,R
RD0,O3,30/04/2021 02:00,,ug m-3,R
RD0,O3,30/04/2021 02:15,,ug m-3,R
